018-04-17 00:46:12,013 - root - INFO - handle_data (18): 04 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 01 00 02 00
2018-04-17 22:12:30,682 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-17 22:43:10,279 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-17 23:13:49,859 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-17 23:44:29,441 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 00:15:09,017 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 00:45:48,583 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 01:16:28,137 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 01:47:07,734 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 02:17:47,307 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 02:48:26,849 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 03:19:06,329 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 03:19:11,419 - root - ERROR - parser1 error: Timed out, data=74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 03:49:45,934 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 04:20:25,744 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 04:51:05,464 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 05:21:45,120 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 05:52:24,582 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 06:23:04,073 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 06:53:43,547 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 07:24:22,904 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 07:55:02,429 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 08:25:41,771 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 08:56:21,082 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 09:27:00,384 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 09:57:39,547 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 10:28:18,871 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 10:58:58,121 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 11:29:37,202 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 12:00:15,946 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 12:30:54,919 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 13:01:33,773 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 13:32:12,554 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 14:02:51,491 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 14:33:30,183 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 15:04:08,928 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 15:34:47,506 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 15:34:52,604 - root - ERROR - parser1 error: Timed out, data=74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 16:05:27,181 - root - INFO - handle_data (130): 74 00 01 01 1e 00 01 00 80 0c eb 2c 43 0a 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00 0c 00 0a 00
2018-04-18 16:36:05,647 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
2018-04-18 17:06:43,361 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
2018-04-18 17:37:20,788 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
2018-04-18 18:07:58,045 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
2018-04-18 18:38:35,305 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
2018-04-18 19:09:12,704 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
2018-04-18 19:39:50,091 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
2018-04-18 20:10:27,414 - root - INFO - handle_data (14): ff ff ff 02 ff ff ff ff ff ff eb 2c 43 0a
